host_id,host_name,host_since_year,host_since_anniversary,Customer Since,Age in years,id,neighbourhood_cleansed,city,city_translated,state,state_translated,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,customers @ 50% review rate,"Daily Rev per 2 guests, unless limited to 1",Min Nights,Total Rev,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,zipcode_prefix,zipcode_dummy,Zipcode_mapped_values
2573038,Charlotte,2012,6/7,6/7/12,5.1,1327047,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1094 HB,Netherlands,52.36338861,4.934523069,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,120,0,0,3,8,120,360,"2,880",within a few hours,0.75,4,90,9,9,10,9,8,7,1094,63,East
2576183,Friso,2012,6/7,6/7/12,5.1,524052,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36220122,4.86322014,Apartment,Entire home/apt,3,1.5,1,2,Real Bed,110,3,30,2,8,110,220,"1,760",within a day,0.95,4,100,10,10,10,10,10,10,1054,30,West
2579930,Veronica,2012,6/8,6/8/12,5.1,1864895,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,North Holland,1072 XB,Netherlands,52.35562351,4.890325121,Apartment,Entire home/apt,4,1,1,2,Real Bed,95,2,10,2,152,95,190,"28,880",within an hour,1,76,97,9,10,10,10,10,9,1072,47,South
2579930,Veronica,2012,6/8,6/8/12,5.1,4203581,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1017 LV,Netherlands,52.36301623,4.894590815,Apartment,Entire home/apt,4,1,1,2,Real Bed,130,2,20,2,36,130,260,"9,360",within an hour,1,18,96,9,10,9,10,10,9,1017,10,City Center
2586026,Daan,2012,6/9,6/9/12,5.1,785432,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011 PT,Netherlands,52.3684163,4.899007504,Apartment,Entire home/apt,6,1,2,3,Real Bed,165,2,20,1,378,165,165,"62,370",within a few hours,0.89,189,93,9,9,10,10,10,9,1011,4,City Center
2586026,Daan,2012,6/9,6/9/12,5.1,531668,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011,Netherlands,52.36692174,4.900655626,Boat,Entire home/apt,5,1,2,2,Real Bed,110,2,25,1,238,110,110,"26,180",within a few hours,0.89,119,90,9,9,10,10,10,9,1011,4,City Center
2586451,Niels,2012,6/9,6/9/12,5.1,526142,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091,Netherlands,52.35348661,4.923093064,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,2,35,1,130,85,85,"11,050",within a day,0.83,65,94,10,9,10,10,9,9,1091,60,East
2586468,Amstelview Apartment Riverside,2012,6/9,6/9/12,5.1,526183,Oud-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1091 EM,Netherlands,52.35115324,4.911885886,Apartment,Entire home/apt,4,1,1,3,Real Bed,150,2,40,2,8,150,300,"2,400",within an hour,0.79,4,90,9,8,10,10,10,9,1091,60,East
2586468,Amstelview Apartment Riverside,2012,6/9,6/9/12,5.1,526212,Oud-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1091,Netherlands,52.35115283,4.910812865,Apartment,Entire home/apt,3,1,1,2,Real Bed,150,2,50,2,10,150,300,"3,000",within an hour,0.79,5,80,7,7,9,9,9,9,1091,60,East
2588157,Elisa,2012,6/9,6/9/12,5.1,4667215,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1016 DN,Netherlands,52.37081818,4.881685049,Apartment,Entire home/apt,4,2,2,2,Real Bed,150,2,20,3,14,150,450,"6,300",within a few hours,1,7,93,9,9,10,9,10,9,1016,9,City Center
2589433,Vera,2012,6/9,6/9/12,5.1,526900,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36462895,4.874236925,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,1,15,5,32,130,650,"20,800",within an hour,1,16,96,10,10,10,9,10,9,1054,30,West
2589479,Mare,2012,6/9,6/9/12,5.1,925239,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074 CS,Netherlands,52.35796933,4.902317466,Apartment,Entire home/apt,3,1,2,2,Real Bed,170,2,30,1,20,170,170,"3,400",within a few hours,0.97,10,98,10,10,10,10,10,9,1074,49,South
2589479,Mare,2012,6/9,6/9/12,5.1,765966,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074 CS,Netherlands,52.35609796,4.90418356,Apartment,Private room,2,1,1,1,Real Bed,85,1,0,2,56,85,170,"9,520",within a few hours,0.97,28,96,10,10,10,10,10,9,1074,49,South
2597146,Mathilde,2012,6/10,6/10/12,5.09,2109761,Slotervaart,Amsterdam,Amsterdam,North Holland,North Holland,1065 AP,Netherlands,52.35828176,4.824865191,House,Private room,2,1,1,1,Real Bed,55,2,0,2,90,55,110,"9,900",within an hour,1,45,91,10,9,10,10,8,9,1065,41,West
2597146,Mathilde,2012,6/10,6/10/12,5.09,528594,Slotervaart,Amsterdam,Amsterdam,North Holland,North Holland,1065 AP,Netherlands,52.35867413,4.824759935,Bed & Breakfast,Entire home/apt,2,1,1,1,Real Bed,85,2,20,2,76,85,170,"12,920",within an hour,1,38,96,10,10,10,10,9,10,1065,41,West
2602167,Andrea Francesco,2012,6/11,6/11/12,5.09,529588,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37357292,4.888098975,House,Entire home/apt,4,1,1,2,Real Bed,379,0,0,2,14,379,758,"10,612",within an hour,0.78,7,94,9,10,10,9,10,8,1015,8,City Center
2604093,Sharon,2012,6/11,6/11/12,5.09,530136,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,North Holland,1074,Netherlands,52.3576255,4.900918006,House,Private room,1,1.5,1,1,Real Bed,55,1,0,2,248,55,110,"27,280",within an hour,1,124,92,9,10,10,10,10,9,1074,49,South
2608105,Michiel,2012,6/11,6/11/12,5.09,5235666,De Baarsjes - Oud-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1054 TZ,Netherlands,52.36114116,4.858406997,Apartment,Private room,2,1,1,1,Real Bed,50,1,0,2,4,50,100,400,within a day,0.97,2,80,10,9,10,10,8,8,1054,30,West
2608109,Merel,2012,6/11,6/11/12,5.09,533220,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1094,Netherlands,52.36179895,4.936206076,Bed & Breakfast,Private room,1,1,1,1,Real Bed,49,0,0,1,76,49,49,"3,724",within an hour,1,38,96,10,10,10,10,9,10,1094,63,East
2609552,Carolyn,2012,6/11,6/11/12,5.09,1720644,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37294505,4.880659644,Apartment,Entire home/apt,2,1,1,1,Real Bed,165,2,30,3,8,165,495,"3,960",within a day,0.9,4,95,10,9,10,10,10,9,1016,9,City Center
2613141,Carlos,2012,6/12,6/12/12,5.09,4634361,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1018 XD,Netherlands,52.36159371,4.910183204,Apartment,Entire home/apt,2,1,0,1,Real Bed,65,1,0,1,34,65,65,"2,210",within a day,1,17,79,9,8,9,10,9,8,1018,11,City Center
2616332,Philippe & Brittany,2012,6/12,6/12/12,5.09,4427253,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1058,Netherlands,52.36230235,4.851903818,Apartment,Private room,2,1,1,1,Real Bed,72,0,0,2,4,72,144,576,within a day,0.7,2,100,10,10,10,10,10,10,1058,34,West
2619571,Femke,2012,6/12,6/12/12,5.09,533211,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078,Netherlands,52.34633959,4.896921747,Apartment,Entire home/apt,3,1,2,2,Real Bed,155,2,90,4,6,155,620,"3,720",within an hour,1,3,100,10,10,10,10,10,9,1078,53,South
2620354,Bas,2012,6/12,6/12/12,5.09,533209,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36776302,4.859028428,Apartment,Entire home/apt,4,1,2,2,Real Bed,110,2,25,3,10,110,330,"3,300",within a day,0.77,5,93,10,9,9,10,9,10,1057,33,West
2620478,Niels,2012,6/12,6/12/12,5.09,863877,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017 GE,Netherlands,52.36513411,4.887192444,Apartment,Entire home/apt,4,1,2,2,Real Bed,350,1,0,2,14,350,700,"9,800",within a few hours,0.79,7,95,10,10,10,10,10,10,1017,10,City Center
2621130,Mirjam,2012,6/12,6/12/12,5.09,1054611,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 PK,Netherlands,52.37780668,4.935124326,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,2,0,2,8,80,160,"1,280",within a few hours,1,4,95,10,10,10,10,10,10,1019,12,City Center
2625070,Deborah,2012,6/13,6/13/12,5.08,543437,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1015,Netherlands,52.36642748,4.870159294,Apartment,Entire home/apt,1,1,0,1,Real Bed,95,1,15,6,22,95,570,"12,540",within an hour,1,11,87,9,9,9,9,9,9,1015,8,City Center
2625656,Katia,2012,6/13,6/13/12,5.08,947055,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1018,Netherlands,52.36777532,4.923757613,House,Private room,2,1,1,2,Real Bed,65,2,20,2,108,65,130,"14,040",within a few hours,1,54,94,10,10,10,10,9,9,1018,11,City Center
2629044,Von,2012,6/13,6/13/12,5.08,2355651,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1094,Netherlands,52.36455111,4.930874331,Apartment,Entire home/apt,2,1,1,1,Real Bed,74,2,0,1,20,74,74,"1,480",within a few hours,1,10,94,9,10,10,10,9,9,1094,63,East
2639789,Jiska,2012,6/14,6/14/12,5.08,537444,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1092,Netherlands,52.35353892,4.92374557,Apartment,Entire home/apt,6,1,4,6,Real Bed,125,4,25,3,32,125,375,"12,000",within a few hours,0.75,16,93,9,9,9,9,8,9,1092,61,East
2639811,Matthijs,2012,6/14,6/14/12,5.08,537387,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018,Netherlands,52.36121973,4.911068794,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,0,5,54,125,625,"33,750",within a day,0.86,27,99,10,10,10,10,10,10,1018,11,City Center
2646706,Jan,2012,6/15,6/15/12,5.08,4282929,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017 SR,Netherlands,52.36141653,4.887516942,Apartment,Entire home/apt,4,1,2,4,Real Bed,125,1,0,2,32,125,250,"8,000",within a few hours,0.95,16,91,9,9,10,10,10,9,1017,10,City Center
2646706,Jan,2012,6/15,6/15/12,5.08,538878,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.3609307,4.877591432,Bed & Breakfast,Private room,4,2,1,2,Real Bed,150,1,0,1,40,150,150,"6,000",within a few hours,0.95,20,86,8,8,10,10,10,8,1054,30,West
2646706,Jan,2012,6/15,6/15/12,5.08,737954,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.3622414,4.877310282,Bed & Breakfast,Private room,2,2,1,1,Real Bed,70,1,0,1,76,70,70,"5,320",within a few hours,0.95,38,81,8,8,9,9,10,8,1054,30,West
2646706,Jan,2012,6/15,6/15/12,5.08,538844,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36185401,4.87715797,Bed & Breakfast,Private room,2,2,1,1,Real Bed,70,1,0,1,144,70,70,"10,080",within a few hours,0.95,72,83,8,8,9,10,10,8,1054,30,West
2651625,Jussi,2012,6/16,6/16/12,5.08,539650,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018,Netherlands,52.37309465,4.922044986,Apartment,Entire home/apt,3,1,1,1,Real Bed,90,2,30,2,60,90,180,"10,800",within a day,0.82,30,93,10,9,10,10,9,9,1018,11,City Center
2651853,Floor,2012,6/16,6/16/12,5.08,539700,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36939722,4.859374577,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,2,15,2,32,65,130,"4,160",within a few hours,1,16,94,10,9,10,10,9,9,1057,33,West
2663909,Emmanuela,2012,6/17,6/17/12,5.07,541808,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1056,Netherlands,52.37563889,4.8584642,Apartment,Private room,1,1,1,1,Real Bed,50,1,0,1,34,50,50,"1,700",within a day,0.84,17,97,9,10,9,10,9,9,1056,32,West
2664169,Laura,2012,6/17,6/17/12,5.07,3137587,Watergraafsmeer,Amsterdam,Amsterdam,North Holland,North Holland,1093NB,Netherlands,52.35552021,4.929032439,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,2,2,100,200,400,N/A,N/A,1,80,10,8,8,10,8,8,1093,62,East
2665475,Astrid,2012,6/17,6/17/12,5.07,631551,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.34897498,4.896229866,Apartment,Entire home/apt,3,1,2,2,Real Bed,140,2,0,2,58,140,280,"16,240",within a few hours,1,29,93,9,9,9,10,9,9,1072,47,South
2667619,Minouk & Kristof,2012,6/18,6/18/12,5.07,1495790,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,North Holland,1076,Netherlands,52.34281506,4.866329582,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,4,28,90,360,"10,080",within a day,1,14,97,10,10,10,10,9,9,1076,51,South
2667862,Mark,2012,6/18,6/18/12,5.07,3280105,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35159684,4.899513892,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,130,2,10,2,2,130,260,520,within a day,1,1,100,8,10,10,10,10,10,1073,48,South
2669440,Maria,2012,6/18,6/18/12,5.07,2381627,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1052,Netherlands,52.37915007,4.876223054,Apartment,Entire home/apt,2,1,1,1,Real Bed,69,1,0,3,26,69,207,"5,382",within a day,1,13,91,8,9,8,9,9,8,1052,28,West
2673361,Guus,2012,6/18,6/18/12,5.07,1035709,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078 HC,Netherlands,52.3454167,4.896138478,Apartment,Entire home/apt,3,1,2,1,Real Bed,95,2,50,3,2,95,285,570,within an hour,1,1,100,10,10,10,10,10,10,1078,53,South
2673467,Hilda,2012,6/18,6/18/12,5.07,543790,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011,Netherlands,52.36778354,4.900244158,Boat,Entire home/apt,4,1,2,4,Real Bed,199,2,32,2,92,199,398,"36,616",within a day,0.97,46,97,10,10,10,10,10,9,1011,4,City Center
2673467,Hilda,2012,6/18,6/18/12,5.07,546221,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1011,Netherlands,52.36605219,4.899644255,Boat,Entire home/apt,4,1,2,4,Real Bed,180,2,32,2,154,180,360,"55,440",within a day,0.97,77,97,10,10,10,10,10,9,1011,4,City Center
2674028,Taco & Tiffany,2012,6/18,6/18/12,5.07,2705165,Oud-Noord,Amsterdam,Amsterdam,North Holland,North Holland,1032 LA,Netherlands,52.39380722,4.908670408,Other,Entire home/apt,12,1,2,6,Real Bed,180,4,45,2,72,180,360,"25,920",within an hour,1,36,97,10,9,10,10,8,9,1032,21,North
2674028,Taco & Tiffany,2012,6/18,6/18/12,5.07,543914,Oud-Noord,Amsterdam,Amsterdam,North Holland,North Holland,1023 BT,Netherlands,52.3914956,4.940567187,Boat,Entire home/apt,7,1,3,4,Real Bed,90,2,40,2,140,90,180,"25,200",within an hour,1,70,90,9,8,9,9,8,9,1023,15,North
2674028,Taco & Tiffany,2012,6/18,6/18/12,5.07,1109798,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013 KX,Netherlands,52.38638918,4.890673869,Boat,Entire home/apt,6,1,2,3,Real Bed,125,2,45,2,190,125,250,"47,500",within an hour,1,95,91,9,9,9,9,9,9,1013,6,City Center
2677807,Sander,2012,6/19,6/19/12,5.07,544506,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1056 EP,Netherlands,52.37508484,4.857533881,Apartment,Entire home/apt,4,1,1,4,Real Bed,140,1,0,5,28,140,700,"19,600",within a day,0.9,14,97,9,10,10,10,9,9,1056,32,West
2678071,Anneloes,2012,6/19,6/19/12,5.07,3119151,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055 DD,Netherlands,52.3799195,4.855149735,Apartment,Entire home/apt,2,1,1,2,Real Bed,100,1,0,2,6,100,200,"1,200",within a few hours,1,3,100,10,10,10,10,10,9,1055,31,West
2678369,Florentine,2012,6/19,6/19/12,5.07,544625,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37298503,4.886072523,Apartment,Entire home/apt,4,2,3,6,Real Bed,375,1,0,7,26,375,"2,625","68,250",within a day,1,13,97,10,10,10,10,10,10,1016,9,City Center
2679971,Milo,2012,6/19,6/19/12,5.07,2765249,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.3787383,4.891386156,Apartment,Entire home/apt,3,1,1,2,Real Bed,145,2,50,2,28,145,290,"8,120",within a few hours,0.97,14,98,10,10,9,10,10,9,1012,5,City Center
2682391,Esgo En Caroline,2012,6/19,6/19/12,5.07,545762,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37851224,4.8852200119999996,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,1,0,2,284,89,178,"50,552",within a few hours,1,142,91,9,9,9,9,10,9,1016,9,City Center
2685618,Asli,2012,6/19,6/19/12,5.07,4506935,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013 XT,Netherlands,52.39019409,4.874941018,Apartment,Entire home/apt,3,1,1,3,Real Bed,100,1,0,2,10,100,200,"2,000",a few days or more,0.31,5,95,10,9,10,10,10,9,1013,6,City Center
2687994,Michael,2012,6/20,6/20/12,5.07,1187004,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1058 HM,Netherlands,52.35134992,4.851737196,Apartment,Entire home/apt,4,1,1,4,Real Bed,109,2,30,2,38,109,218,"8,284",within an hour,1,19,92,9,9,9,9,9,8,1058,34,West
2691450,Monique,2012,6/20,6/20/12,5.07,547470,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1075,Netherlands,52.35311333,4.853598317,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,2,0,1,2,85,85,170,within a day,0.5,1,93,10,10,10,10,10,8,1075,50,South
2694708,Oana & Andrey,2012,6/20,6/20/12,5.07,551518,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 VD,Netherlands,52.38411176,4.8726969,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,110,2,20,3,174,110,330,"57,420",within an hour,0.92,87,94,10,10,9,10,9,9,1051,27,West
2694850,Liselore & Rob,2012,6/20,6/20/12,5.07,548290,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38551527,4.892206412,Boat,Entire home/apt,4,1,3,4,Real Bed,175,2,30,3,4,175,525,"2,100",within a few hours,1,2,99,10,10,10,10,10,9,1013,6,City Center
2695123,Janne,2012,6/20,6/20/12,5.07,623123,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36068002,4.865433381,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,2,8,110,220,"1,760",within a few hours,1,4,100,10,10,10,10,10,10,1054,30,West
2695462,Ragna,2012,6/20,6/20/12,5.07,3470189,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091 NK,Netherlands,52.35542295,4.919521215,Apartment,Entire home/apt,3,1,2,2,Real Bed,105,2,35,3,8,105,315,"2,520",within a day,0.86,4,75,8,8,8,10,8,7,1091,60,East
2700299,Vivian,2012,6/21,6/21/12,5.06,1645459,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 TN,Netherlands,52.35227235,4.890231356,Apartment,Shared room,2,1,1,1,Real Bed,50,1,40,1,40,90,90,"3,600",within a few hours,0.98,20,79,8,8,9,9,10,8,1072,47,South
2702769,Harmke,2012,6/21,6/21/12,5.06,2799111,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073 LT,Netherlands,52.35047039,4.903446897,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,1,0,16,8,130,"2,080","16,640",within a few hours,1,4,97,10,10,10,10,9,9,1073,48,South
2704889,Mark,2012,6/21,6/21/12,5.06,550323,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1093,Netherlands,52.36289992,4.924050424,Apartment,Entire home/apt,3,1,1,1,Real Bed,139,2,24,2,62,139,278,"17,236",within a few hours,0.94,31,98,10,9,10,10,9,9,1093,62,East
2705202,Dorothea,2012,6/21,6/21/12,5.06,782255,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018,Netherlands,52.36383481,4.905922014,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,1,0,2,32,115,230,"7,360",within an hour,0.9,16,90,9,9,10,9,10,9,1018,11,City Center
2709101,Emilie,2012,6/22,6/22/12,5.06,2625365,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 CR,Netherlands,52.37852218,4.888111313,Apartment,Entire home/apt,3,1.5,1,1,Real Bed,190,1,30,1,24,220,220,"5,280",within a day,0.88,12,96,9,10,10,10,10,8,1015,8,City Center
2710951,Anna,2012,6/22,6/22/12,5.06,551606,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019,Netherlands,52.37054493,4.950153386,House,Entire home/apt,8,2,4,8,Real Bed,349,1,0,2,28,349,698,"19,544",within a day,0.81,14,96,9,9,10,10,10,9,1019,12,City Center
2712401,Jordi,2012,6/22,6/22/12,5.06,841541,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055,Netherlands,52.3794348,4.848264893,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,1,0,2,16,75,150,"2,400",within a day,1,8,98,10,10,10,10,9,9,1055,31,West
2712718,Fer And Sabrine,2012,6/22,6/22/12,5.06,1055703,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36070492,4.864251723,House,Entire home/apt,7,1,3,4,Real Bed,200,4,27,2,78,200,400,"31,200",within a few hours,1,39,99,10,10,10,10,10,10,1054,30,West
2712718,Fer And Sabrine,2012,6/22,6/22/12,5.06,4623133,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054 VZ,Netherlands,52.36048561,4.864643557,Apartment,Entire home/apt,4,1,1,2,Real Bed,110,2,20,2,4,110,220,880,within a few hours,1,2,90,8,10,10,10,10,9,1054,30,West
2713572,Remco,2012,6/22,6/22/12,5.06,3039147,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074 VS,Netherlands,52.35197973,4.90212215,Apartment,Entire home/apt,4,1,2,2,Real Bed,160,2,20,2,10,160,320,"3,200",within a day,0.6,5,100,10,10,10,10,10,10,1074,49,South
2714856,Dicky,2012,6/22,6/22/12,5.06,1279735,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.35762023,4.89727512,Loft,Entire home/apt,3,1,1,2,Real Bed,150,1,0,4,10,150,600,"6,000",within an hour,1,5,100,10,10,10,10,10,9,1017,10,City Center
2717283,Matthijs & Willemijn,2012,6/23,6/23/12,5.06,1002602,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37326705,4.879565665,Apartment,Entire home/apt,2,1,1,1,Real Bed,105,1,0,2,10,105,210,"2,100",within a day,0.9,5,100,10,10,10,10,10,10,1016,9,City Center
2718002,Klaas,2012,6/23,6/23/12,5.06,1100497,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.35911694,4.860266939,Loft,Entire home/apt,2,1,1,1,Real Bed,95,1,0,3,62,95,285,"17,670",within an hour,0.92,31,93,9,9,10,10,10,9,1054,30,West
2718002,Klaas,2012,6/23,6/23/12,5.06,553079,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36070067,4.86036654,Apartment,Entire home/apt,2,1,0,1,Real Bed,130,2,20,3,30,130,390,"11,700",within an hour,0.9,15,92,9,9,10,9,9,8,1054,30,West
2725707,Arnoud,2012,6/24,6/24/12,5.05,3574994,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1093 EZ,Netherlands,52.36163441,4.927240043,Apartment,Private room,1,1,1,1,Real Bed,60,0,0,2,6,60,120,720,within a day,1,3,93,9,9,9,10,9,9,1093,62,East
2728925,Linda,2012,6/24,6/24/12,5.05,555597,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1079,Netherlands,52.34244295,4.904612997,Apartment,Entire home/apt,4,1,2,3,Real Bed,95,2,50,6,18,95,570,"10,260",within a day,0.5,9,98,9,9,10,10,9,10,1079,54,South
2735360,Albert,2012,6/25,6/25/12,5.05,556228,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.37454006,4.893164225,Apartment,Entire home/apt,2,1,1,1,Real Bed,145,1,0,3,6,145,435,"2,610",within an hour,1,3,90,10,9,7,9,10,7,1012,5,City Center
2737834,Sophia,2012,6/25,6/25/12,5.05,556829,Buitenveldert - Zuidas,Amsterdam,Amsterdam,North Holland,North Holland,1082,Netherlands,52.33580269,4.867064027,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,1,0,3,14,109,327,"4,578",within a few hours,0.71,7,96,9,9,10,10,8,9,1082,56,East
